cluster,log_recent_per_capita,long_term_log_slope,recent_log_slope,slope_acceleration,growth_volatility_mad,peak_timing,post_peak_change,recent_coal_share,recent_gas_share,coal_share_change,gas_share_change
0,0.911577385886186,0.028870961820384053,0.02743256842734758,0.0028011379280511,5.02625,0.9137931034482758,-0.04040114114740975,0.38460299056511354,0.02236134490383835,0.2551341928671876,0.0
1,1.433654932479728,0.0047509841989323166,-0.002605014669163495,-0.009987726071452761,4.6370000000000005,0.5862068965517241,-0.16707317073170722,0.0127384615384615,0.1082942097026604,0.0,0.010305034818543946
