country,iso_code,log_recent_per_capita,long_term_log_slope,recent_log_slope,slope_acceleration,growth_volatility_mad,peak_timing,post_peak_change,recent_coal_share,recent_gas_share,coal_share_change,gas_share_change,cluster,PC1,PC2,PC3,PC4
Austria,AUT,2.1434721213369725,-0.003474187660546486,-0.009985857099359995,-0.006511669438813509,3.226,0.41379310344827586,-0.24958027282266518,0.1985248236028223,0.2741970285432464,-0.03458986963067909,0.038034284089387915,1,-0.993602474046151,-0.10075885344458645,-0.3473273561317356,-0.7253003575321348
Azerbaijan,AZE,1.5171033012313044,-0.013479677256962185,0.004807171407224323,0.018286848664186506,5.521,0.0,-0.4798375605585637,0.0001143968426471,0.6656548374634361,-0.000337301543284,0.26593776359094473,1,-0.8828040104278366,-1.1144106652646937,2.1070058682888724,-1.7152710019685418
Bahamas,BHS,1.9997216985466006,-0.0009575746336078518,0.019173027160442616,0.02013060179405047,3.51,0.896551724137931,-0.055894786284640716,0.0015866719555731,0.0,-0.000618399709256,0.0,1,0.11785219869443295,1.1115823470738362,-0.0554529387263028,-0.2706547524611274
Bahrain,BHR,3.2247783705208146,-0.004307738076064104,0.005500166006525783,0.009807904082589887,4.5625,0.2413793103448276,-0.13609488157296298,0.0,0.8987683664649957,0.0,0.045029951023563,1,-0.39850882912639385,-0.31777742712107226,0.6073831882308827,-1.5537756489999315
Bangladesh,BGD,0.4542552722775964,0.05309755845290698,0.04804711519231447,-0.005050443260592508,2.7245,1.0,0.0,0.0960384999119666,0.6203696064681132,0.07501336115911,-0.011736790459862756,1,1.8726712593450097,0.39024709943111174,0.5751581333912104,0.7666794218055257
Barbados,BRB,1.7833912195575383,0.007090846511854535,-0.02315840964667061,-0.030249256158525147,2.674,0.5517241379310345,-0.30040322580645157,0.0,0.0286821705426356,0.0,-0.005768481226451901,1,-0.36228389489998253,-0.5479652789056081,-1.130149051126783,0.10144152064269261
Belarus,BLR,2.0226066049272973,-0.00046038211001071143,-0.0027076298834900724,-0.002247247773479361,2.998,0.0,-0.24270704936315068,0.0679958366233579,0.6243298898892085,-0.0300674018299181,0.21669346533202666,1,-1.3134207649516128,-1.056173476945366,1.553556985171644,-1.0780420565157716
Belgium,BEL,2.270578296858959,-0.01703484688898196,-0.013298555449775125,0.003736291439206835,2.0,0.1724137931034483,-0.36815686274509796,0.1388921147369643,0.3824283949704922,-0.17739637025832108,0.18182630322070628,1,-4.103211777791185,0.09636390577444576,0.8649793308164757,-1.098846126827898
Belize,BLZ,1.0130544003064632,-0.0005623388550338699,0.02762255173335787,0.02818489058839174,5.882,0.0,-0.09770871740848026,0.0,0.0,0.0,0.0,1,0.1358450471936061,1.3631338290783834,-0.006921002105586118,-0.6081432111462406
Benin,BEN,0.3597701488460348,0.046742312649624355,-0.0005848882302845273,-0.04732720087990888,6.085,0.8275862068965517,-0.07049891540130158,0.04888067364962,0.0217703840624358,0.04888067364962,0.0217703840624358,1,0.9912945139145677,-0.6072114917959036,-0.5977622761559203,1.8819075799694303
Bermuda,BMU,2.327862900178314,-0.00027205655224800927,0.009541281055496542,0.009813337607744551,11.3655,0.4827586206896552,-0.2927927927927928,0.0,0.0,0.0,0.0,1,-0.027201573310715828,0.6466916326267305,-0.5476412045689159,-0.25134002504622904
Bhutan,BTN,1.11382925447297,0.06286625109122163,0.01045551016460822,-0.05241074092661341,9.195,0.8620689655172413,-0.21043000914913082,0.5454545454545454,0.0,0.1207970112079701,0.0,0,2.573931485577546,-1.0588455300092954,-1.0595314454701628,1.6217734461090754
Bolivia,BOL,1.077388652216483,0.015898199878136062,0.00500412846888462,-0.010894071409251442,4.197,0.8620689655172413,-0.1373401534526854,0.0010475192838777,0.389901492361234,0.0010475192838777,0.04407926317170591,1,-0.09895434170247623,-0.05342103157963947,0.1786749592288115,0.3186877624828532
Bosnia and Herzegovina,BIH,2.0096894534893774,0.05314355890073658,0.014752144930401423,-0.03839141397033516,5.449,0.8620689655172413,-0.004178919671877439,0.7546780407264723,0.0209820991881052,0.27656275730145435,-0.0640601203535112,0,5.676637699383275,-1.4972171849791402,-1.326736707061007,0.46010733792040626
Botswana,BWA,1.4151247427877676,0.015058798691178986,0.014027048077455487,-0.0010317506137234988,8.1405,0.896551724137931,-0.15887850467289713,0.5156980627922512,0.0,-0.1288563926532934,0.0,1,-2.136550940188416,1.556605872774075,-0.6534500736954939,0.6223694564309241
Brazil,BRA,1.1975522365230131,0.016004862914030787,-0.02089976164459831,-0.0369046245586291,2.4935,0.7241379310344828,-0.15664675130694555,0.1485881280473942,0.1560081824576993,-0.03976977958544928,0.11689719081506209,1,-1.1813274145118555,-0.8451478265842183,0.00806420325666974,0.7107026915278603
Brunei,BRN,3.1181711207465685,0.0047509841989323166,0.024562769206713703,0.019811785007781385,10.4695,1.0,0.0,0.0673119715175789,0.6644414775255898,0.0673119715175789,-0.12666287525905184,1,1.6299139446918993,0.9049060365450059,-0.6180781473011734,-0.6903994152999541
Bulgaria,BGR,1.9685099809725544,-0.0027533622654219198,-0.010361237362241689,-0.007607875096819769,5.6425,0.5172413793103449,-0.20253870832752116,0.533856772637467,0.1439104314582195,-0.03569025301288764,-0.016525480781965196,1,-0.7438148512228283,0.31814078284528136,-1.0566651105773828,-0.5476579125864167
Burkina Faso,BFA,0.23269776411902143,0.054264303054500924,0.07755143443847128,0.02328713138397035,6.1325,1.0,0.0,0.0,0.0,0.0,0.0,1,0.851022923522686,2.2008670877313325,0.7452427962738771,1.3944575528855792
Burundi,BDI,0.054488185284069734,0.009392802520122217,0.06447977231436028,0.055086969794238064,3.966,1.0,0.0,0.0426356589147286,0.0,-0.0342874180083483,0.0,1,0.017182034975053172,2.828148888162774,0.8211042291107967,0.04009842084073703
Cambodia,KHM,0.7561219797213337,0.07613439147613207,0.15506041563087275,0.07892602415474068,6.733500000000001,1.0,0.0,0.3295396137748734,0.0,0.3295396137748734,0.0,0,7.77035682382236,1.9820706865616131,2.0000078105810424,-0.19900694077078127
Cameroon,CMR,0.3199072197465178,0.007316277762802708,-0.0037734055253064486,-0.011089683288109156,4.4879999999999995,0.5862068965517241,-0.1396713615023474,0.0,0.2123581723397731,-0.00151171579743,0.2123581723397731,1,-0.512404504904153,-0.7655681267737874,1.3143065728990044,0.3859065895748621
Canada,CAN,2.792697675162495,-0.005688892961559713,-0.015676619033012474,-0.009987726071452761,1.672,0.3793103448275862,-0.2274881516587677,0.1078332389815779,0.4217144855786046,-0.1171396607474193,0.11227004113416017,1,-2.807827469168952,-0.21890450275940737,0.318320390765749,-0.7279950224468317
Cape Verde,CPV,0.748581887448046,0.03441249657631403,0.020779271001888325,-0.013633225574425707,4.218000000000001,0.9655172413793104,-0.05735551663747821,0.0,0.0,0.0,0.0,1,0.26224700446053484,0.6731551257454635,-0.24499066460657437,1.2413194113664665
Central African Republic,CAF,0.061095099359810875,-0.004139986154366706,0.10839470081014699,0.1125346869645137,6.1355,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0250145935943247,4.23909112448689,1.7736166033873917,-1.0033293156064287
Chad,TCD,0.13802129789737466,0.041525778416827114,-0.002605014669163495,-0.04413079308599061,1.392,0.7931034482758621,-0.09177215189873408,0.0,0.0,0.0,0.0,1,0.028176691885744995,-0.19718574942396644,-0.7339378326069234,1.6488596835781666
Chile,CHL,1.6990957843646357,0.018462571510062805,-0.005101469057215206,-0.02356404056727801,3.6925,0.6896551724137931,-0.0718371837183717,0.3237108963933799,0.1322977275222307,0.0652848605637501,0.0596723376196719,1,1.0964080823964244,-0.7953421847843988,-0.23062132638125626,0.195073176158176
China,CHN,2.1431203183430187,0.04851744204389547,0.01021361382397627,-0.0383038282199192,2.8575,1.0,0.0,0.7778136139973358,0.0648825578865639,-0.05640538277739693,0.0511062683884038,1,-0.8087490318382659,0.04073670941727015,-0.4460719488272419,1.208992340828643
Colombia,COL,1.0480205025520495,0.0057873879928557435,0.00639290865291077,0.0006055206600550263,4.503,0.9655172413793104,-0.029248613212304615,0.2007872013669233,0.2736777156960203,-0.033863561095909794,0.12664340655655548,1,-0.7712310768724204,0.19149383200058936,0.8427155444005628,0.2574749918051777
Comoros,COM,0.33361100434018076,0.03506634262560108,0.10283054613731814,0.06776420351171705,7.143,1.0,0.0,0.0,0.0,0.0,0.0,1,1.043871864815053,3.335978865463574,1.3597717958671702,0.41150661506630076
Congo,COG,0.8131499729546416,0.008491542811851336,0.019528159490514316,0.01103661667866298,10.0555,0.13793103448275862,-0.0931372549019608,0.0,0.4797265440829797,0.0,0.4797265440829797,1,-0.8124191998687395,-1.4962340796694251,4.073818010226188,-0.009452676181294776
