k,inertia,silhouette,davies_bouldin,calinski_harabasz,selected
2,1675.83015046884,0.48570837215364554,0.8651931838439972,98.26567213087205,True
3,1296.421721869626,0.36069193285302376,0.9692102383544762,90.98196695589047,False
4,1064.67100195493,0.2709925567350033,1.1683001462538785,87.18226651465879,False
5,915.886240784115,0.27794911735381694,1.0860868782802222,83.24163921065576,False
6,782.3871253591786,0.28288581825293074,1.004412567691286,83.92308284743633,False
7,700.6263810846117,0.26548581724675957,1.0707131140780708,81.29715097595088,False
8,647.3633864662797,0.26338415979356755,1.0452298467010874,77.18558267165228,False
